problemId,tags,rating,name,solved
1644:C,brute force+dp+greedy+implementation,1400.0,Increase Subarray Sums,11634
1644:B,brute force+constructive algorithms+implementation,800.0,Anti-Fibonacci Permutation,19461
1644:A,implementation,800.0,Doors and Keys,24648
1642:B,greedy,900.0,Power Walking,15114
1642:A,geometry,800.0,Hard Way,14962
1641:F,geometry,3500.0,Covering Circle,62
1641:E,combinatorics+divide and conquer+fft+math,3300.0,Special Positions,167
1641:D,bitmasks+brute force+combinatorics+greedy+hashing+math+two pointers,2700.0,Two Arrays,814
1641:C,binary search+brute force+data structures+dsu+greedy+sortings,2200.0,Anonymity Is Important,1986
1641:B,constructive algorithms+implementation+sortings,2000.0,Repetitions Decoding,3369
1641:A,brute force+greedy+sortings,1200.0,Great Sequence,15371
1639:K,graphs+interactive,,Treasure Hunt,0
1639:J,graphs+interactive,,Treasure Hunt,0
1639:I,graphs+interactive,,Treasure Hunt,0
1639:H,graphs+interactive,,Treasure Hunt,0
1639:G,graphs+interactive,,Treasure Hunt,0
1639:F,graphs+interactive,,Treasure Hunt,0
1639:E,graphs+interactive,,Treasure Hunt,0
1639:D,graphs+interactive,,Treasure Hunt,0
1639:C,graphs+interactive,,Treasure Hunt,0
1639:B,graphs+interactive,,Treasure Hunt,0
1639:A,graphs+interactive,,Treasure Hunt,0
1638:F,brute force+data structures+greedy+two pointers,3200.0,Two Posters,151
1638:E,brute force+data structures+implementation,2400.0,Colorful Operations,1497
1638:D,constructive algorithms+data structures+greedy+implementation,2000.0,Big Brush,3598
1638:C,data structures+dsu+graphs+math,1300.0,Inversion Graph,12815
1638:B,data structures+math+sortings,1100.0,Odd Swap Sort,18091
1638:A,constructive algorithms+greedy+math,800.0,Reverse,20222
1637:H,data structures+greedy+math+sortings,3500.0,Minimize Inversions Number,203
1637:G,constructive algorithms+greedy+math,3000.0,Birthday,356
1637:F,constructive algorithms+dfs and similar+dp+greedy+trees,2500.0,Towers,1391
1637:E,binary search+brute force+implementation,2100.0,Best Pair,2778
1637:D,dp+greedy+math,1800.0,Yet Another Minimization Problem,6303
1637:C,greedy+implementation,1200.0,Andrew and Stones,15488
1637:B,brute force+dp+greedy+math,1100.0,MEX and Array,13882
1637:A,brute force+sortings,800.0,Sorting Parts,21011
1635:F,data structures+greedy,2800.0,Closest Pair ,750
1635:E,2-sat+constructive algorithms+dfs and similar+dsu+graphs+greedy+sortings,2200.0,Cars ,1825
1635:D,bitmasks+dp+math+matrices+number theory+strings,1800.0,Infinite Set,5033
1635:C,constructive algorithms+greedy,1200.0,Differential Sorting,14230
1635:B,greedy,800.0,Avoid Local Maximums,16927
1635:A,bitmasks+greedy,800.0,Min Or Sum,19566
1634:F,brute force+data structures+hashing+implementation+math,2700.0,Fibonacci Additions,1193
1634:E,constructive algorithms+data structures+dfs and similar+graph matchings+graphs,2400.0,Fair Share,1333
1634:D,constructive algorithms+interactive+math,2000.0,Finding Zero,3774
1634:C,constructive algorithms,1000.0,OKEA,16706
1634:B,bitmasks+math,1400.0,Fortune Telling,13799
1634:A,greedy+strings,800.0,Reverse and Concatenate,22333
1633:F,data structures+divide and conquer+interactive+trees,2800.0,Perfect Matching,243
1633:E,binary search+data structures+dfs and similar+dsu+graphs+greedy+math+sortings+trees,2400.0,Spanning Tree Queries,1246
1633:D,dp+greedy,1600.0,Make Them Equal,10429
1633:C,brute force+math,1100.0,Kill the Monster,17569
1633:B,greedy,800.0,Minority,24798
1633:A,brute force,800.0,Div. 7,27727
1632:E2,binary search+dfs and similar+shortest paths+trees,2700.0,Distance Tree (hard version),732
1632:E1,binary search+data structures+dfs and similar+graphs+shortest paths+trees,2400.0,Distance Tree (easy version),917
1632:D,binary search+data structures+greedy+math+number theory+two pointers,2000.0,New Year Concert,3785
1632:C,binary search+bitmasks+brute force+dp+math,1600.0,Strange Test,10440
1632:B,bitmasks+constructive algorithms,1000.0,Roof Construction,18165
1632:A,implementation,800.0,ABC,25646
1631:B,dp+greedy,1100.0,Fun with Even Subarrays,17409
1631:A,greedy,800.0,Min Max Swap,25850
1630:F,flows+graph matchings+graphs+number theory,3400.0,Making It Bipartite,292
1630:E,combinatorics+math+number theory+probabilities,2900.0,Expected Components,320
1630:D,constructive algorithms+dp+greedy+number theory,2400.0,Flipping Range,1242
1630:C,dp+greedy+sortings+two pointers,2200.0,Paint the Middle,2459
1630:B,binary search+constructive algorithms+data structures+greedy+two pointers,1800.0,Range and Partition,4744
1630:A,bitmasks+constructive algorithms,1500.0,And Matching,12244
1629:B,greedy+math+number theory,800.0,GCD Arrays,21336
1629:A,brute force+greedy+sortings,800.0,Download More RAM,25798
1628:F,binary search+data structures+geometry+sortings,3500.0,Spaceship Crisis Management,65
1628:E,binary search+data structures+dsu+trees,3100.0,Groceries in Meteor Town,507
1628:D2,combinatorics+dp+games+math,2400.0,Game on Sum (Hard Version),1516
1628:D1,combinatorics+dp+games+math,2100.0,Game on Sum (Easy Version),2400
1628:C,constructive algorithms+greedy+implementation+interactive+math,2300.0,Grid Xor,2712
1628:B,greedy+strings,1700.0,Peculiar Movie Preferences,9685
1628:A,binary search+constructive algorithms+greedy+implementation+math+two pointers,1400.0,Meximum Array,13337
1627:F,geometry+graphs+greedy+implementation+shortest paths,2700.0,Not Splitting,465
1627:E,data structures+dp+implementation+shortest paths+two pointers,2200.0,Not Escaping,1836
1627:D,brute force+dp+math+number theory,1900.0,Not Adding,6612
1627:C,constructive algorithms+dfs and similar+number theory+trees,1400.0,Not Assigning,11896
1627:B,games+greedy+sortings,1300.0,Not Sitting,14600
1627:A,constructive algorithms+implementation,800.0,Not Shading,22461
1626:F,combinatorics+dp+math+number theory+probabilities,2800.0,A Random Code Problem,481
1626:E,dfs and similar+greedy+trees,2400.0,Black and White Tree,1210
1626:D,binary search+brute force+greedy+math,2100.0,Martial Arts Tournament,3280
1626:C,binary search+data structures+dp+greedy+implementation+math+two pointers,1700.0,Monsters And Spells,9281
1626:B,greedy+strings,1100.0,Minor Reduction,19812
1626:A,constructive algorithms+sortings,800.0,Equidistant Letters,25786
1625:E2,binary search+data structures+dfs and similar+graphs+trees,2800.0,Cats on the Upgrade (hard version),452
1625:E1,brute force+data structures+dfs and similar+divide and conquer+dp+graphs+trees,2500.0,Cats on the Upgrade (easy version),813
1625:D,bitmasks+data structures+implementation+math+sortings+trees,2300.0,Binary Spiders,1725
1625:C,dp,1700.0,Road Optimization,7978
1625:B,brute force+greedy+sortings,1100.0,Elementary Particles,14760
1625:A,bitmasks+greedy+math,800.0,Ancient Civilization,15991
1624:G,bitmasks+dfs and similar+dsu+graphs+greedy,1900.0,MinOr Tree,4463
1624:F,binary search+constructive algorithms+interactive,2000.0,Interacdive Problem,2706
1624:E,brute force+constructive algorithms+dp+hashing+implementation+strings,2000.0,Masha-forgetful,3321
1624:D,binary search+greedy+sortings+strings,1400.0,Palindromes Coloring,13405
1624:C,constructive algorithms+flows+graph matchings+greedy+math,1100.0,Division by Two and Permutation,20899
1624:B,implementation+math,900.0,Make AP,28522
1624:A,math,800.0,Plus One on the Subset,40736
1623:E,data structures+dfs and similar+greedy+strings+trees,2500.0,Middle Duplication,928
1623:D,implementation+math+probabilities,2300.0,Robot Cleaner Revisit,1223
1623:C,binary search+greedy,1600.0,Balanced Stone Heaps,9342
1623:B,brute force+dfs and similar+implementation+sortings,1100.0,Game on Ranges,13045
1623:A,brute force+implementation+math,800.0,Robot Cleaner,18830
1622:F,constructive algorithms+hashing+math+number theory,2900.0,Quadratic Set,431
1622:E,bitmasks+brute force+greedy,2200.0,Math Test,1468
1622:D,combinatorics+math+two pointers,2000.0,Shuffle,3233
1622:C,binary search+brute force+greedy+sortings,1600.0,Set or Decrease,9953
1622:B,data structures+greedy+math+sortings,1000.0,Berland Music,18286
1622:A,geometry+math,800.0,Construct a Rectangle,26343
1621:I,data structures+hashing+string suffix structures,3500.0,Two Sequences,78
1621:H,dfs and similar+graphs+shortest paths+trees,3500.0,Trains and Airplanes,92
1621:G,data structures+dp+math,3200.0,Weighted Increasing Subsequences,431
1621:F,data structures+greedy+implementation,2700.0,Strange Instructions,459
1621:E,binary search+data structures+dp+greedy+implementation+sortings,2300.0,New School,1571
1621:D,constructive algorithms+greedy+math,2100.0,The Winter Hike,3600
1621:C,dfs and similar+interactive+math,1700.0,Hidden Permutations,6049
1621:B,data structures+greedy+implementation,1500.0,Integers Shop,11592
1621:A,constructive algorithms,800.0,Stable Arrangement of Rooks,22400
1620:G,bitmasks+combinatorics+dp,2400.0,Subsequences Galore,718
1620:F,dp+greedy,2800.0,Bipartite Array,394
1620:E,constructive algorithms+data structures+dsu+implementation,1900.0,Replace the Numbers,6399
1620:D,brute force+constructive algorithms+greedy,2000.0,Exact Change,3390
1620:C,brute force+dp+greedy+implementation+math,1800.0,BA-String,5472
1620:B,geometry+greedy+math,1000.0,Triangles on a Rectangle,16849
1620:A,constructive algorithms+dsu+implementation,800.0,Equal or Not Equal,19527
1619:H,brute force+data structures+divide and conquer+two pointers,2400.0,Permutation and Queries,804
1619:G,binary search+dfs and similar+dsu+greedy+sortings,2000.0,Unusual Minesweeper,1852
1619:F,brute force+constructive algorithms+greedy+math,2000.0,Let's Play the Hat?,1747
1619:E,constructive algorithms+data structures+dp+greedy+implementation+math+sortings,1700.0,MEX and Increments,7224
1619:D,binary search+greedy+sortings,1800.0,New Year's Problem,5962
1619:C,implementation,1200.0,Wrong Addition,17342
1619:B,implementation+math,800.0,Squares and Cubes,26425
1619:A,implementation+strings,800.0,Square String?,36500
1618:G,data structures+dsu+greedy+sortings,2200.0,Trader Problem,1134
1618:F,bitmasks+constructive algorithms+dfs and similar+implementation+math+strings,2000.0,Reverse,3441
1618:E,constructive algorithms+math,1700.0,Singers' Tour,6032
1618:D,dp+greedy+math,1300.0,Array and Operations,15122
1618:C,math,1100.0,Paint the Array,17996
1618:B,implementation,800.0,Missing Bigram,20359
1618:A,math+sortings,800.0,Polycarp and Sums of Subsequences,27910
1617:E,dfs and similar+dp+games+graphs+implementation+math+number theory+shortest paths+trees,2700.0,Christmas Chocolates,681
1617:D2,constructive algorithms+implementation+interactive+math,2400.0,Too Many Impostors (hard version),1441
1617:D1,constructive algorithms+implementation+interactive,1800.0,Too Many Impostors (easy version),3971
1617:C,binary search+greedy+math+sortings,1300.0,Paprika and Permutation,12465
1617:B,brute force+constructive algorithms+math+number theory,900.0,GCD Problem,18689
1617:A,constructive algorithms+greedy+sortings+strings,800.0,Forbidden Subsequence,15220
1616:H,bitmasks+combinatorics+data structures+divide and conquer+dp+math,3000.0,Keep XOR Low,489
1616:G,dfs and similar+dp+graphs,3500.0,Just Add an Edge,169
1616:F,brute force+graphs+math+matrices,2900.0,Tricolor Triangles,487
1616:E,brute force+data structures+greedy+strings,2200.0,Lexicographically Small Enough,2149
1616:D,dp+greedy+math,2000.0,Keep the Average High,4046
1616:C,brute force+geometry+implementation+math,1500.0,Representative Edges,10591
1616:B,greedy+strings,1100.0,Mirror in the String,17124
1616:A,implementation,800.0,Integer Diversity,21022
1615:H,binary search+constructive algorithms+data structures+divide and conquer+flows+graphs+shortest paths,3000.0,Reindeer Games,196
1615:G,constructive algorithms+graph matchings,3300.0,Maximum Adjacent Pairs,124
1615:F,combinatorics+dp+math,2800.0,LEGOndary Grandmaster,513
1615:E,data structures+dfs and similar+games+graphs+greedy+math+sortings+trees,2400.0,Purple Crayon,1196
1615:D,bitmasks+dfs and similar+dsu+graphs+trees,2200.0,X(or)-mas Tree,1611
1615:C,brute force+graphs+greedy+math,1600.0,Menorah,7031
1615:B,bitmasks+greedy+math,1300.0,And It's Non-Zero,12914
1615:A,greedy+math,800.0,Closing The Gap,19267
1614:E,binary search+data structures,2600.0,Divan and a Cottage,692
1614:D2,dp+number theory,2300.0,Divan and Kostomuksha (hard version),1807
1614:D1,dp+number theory,2100.0,Divan and Kostomuksha (easy version),3073
1614:C,bitmasks+combinatorics+constructive algorithms+dp+math,1500.0,Divan and bitwise operations,8628
1614:B,constructive algorithms+sortings,1000.0,Divan and a New Project ,15876
1614:A,brute force+constructive algorithms+greedy,800.0,Divan and a Store,21469
1613:F,combinatorics+divide and conquer+fft,2600.0,Tree Coloring,512
1613:E,dfs and similar+graphs,2000.0,Crazy Robot,4299
1613:D,dp+math,1900.0,MEX Sequences,3731
1613:C,binary search,1200.0,Poisoned Dagger,17160
1613:B,greedy+implementation+sortings,1000.0,Absent Remainder,18499
1613:A,implementation+math,900.0,Long Comparison,21061
1612:G,combinatorics+constructive algorithms+greedy+sortings,2500.0,Max Sum Array,667
1612:F,brute force+dp+greedy+shortest paths,2800.0,Armor and Weapons,466
1612:E,brute force+dp+greedy+probabilities+sortings,2000.0,Messages,2024
1612:D,math+number theory,1600.0,X-Magic Pair,7355
1612:C,binary search+math,1300.0,Chat Ban,12657
1612:B,constructive algorithms+greedy,900.0,Special Permutation,15251
1612:A,brute force+constructive algorithms,800.0,Distance,16483
1611:G,data structures+graph matchings+greedy,2500.0,Robot and Candies,522
1611:F,binary search+data structures+two pointers,1800.0,ATM and Students,5039
1611:E2,dfs and similar+dp+greedy+shortest paths+trees,1900.0,Escape The Maze (hard version),3008
1611:E1,dfs and similar+greedy+shortest paths+trees+two pointers,1700.0,Escape The Maze (easy version),5606
1611:D,constructive algorithms+trees,1500.0,Weights Assignment For Tree Edges,8123
1611:C,constructive algorithms,1000.0,Polycarp Recovers the Permutation,16036
1611:B,binary search+constructive algorithms+math,800.0,Team Composition: Programmers and Mathematicians,23502
1611:A,constructive algorithms+math,800.0,Make Even,26893
1610:I,games+trees,3100.0,Mashtali vs AtCoder,206
1610:H,data structures+dfs and similar+greedy+trees,3100.0,Squid Game,210
1610:G,data structures+greedy+hashing,3300.0,AmShZ Wins a Bet,158
1610:F,constructive algorithms+dfs and similar+graphs,3000.0,Mashtali: a Space Oddysey,363
1610:E,binary search+brute force+greedy+implementation+math,2300.0,AmShZ and G.O.A.T.,1411
1610:D,combinatorics+dp+math+number theory,2000.0,Not Quite Lee,2283
1610:C,binary search+greedy,1600.0,Keshi Is Throwing a Party,8410
1610:B,greedy+two pointers,1100.0,Kalindrome Array,12919
1610:A,math,900.0,Anti Light's Cell Guessing,14595
1609:H,,3500.0,Pushing Robots,76
1609:G,data structures+greedy+math,3000.0,A Stroll Around the Matrix,297
1609:F,data structures+divide and conquer+meet-in-the-middle+two pointers,2800.0,Interesting Sections,570
1609:E,bitmasks+data structures+dp+matrices,2400.0,William The Oblivious ,1579
1609:D,dsu+graphs+greedy+implementation+trees,1600.0,Social Network,5798
1609:C,binary search+dp+implementation+number theory+schedules+two pointers,1400.0,Complex Market Analysis,8424
1609:B,implementation+strings,1100.0,William the Vigilant,10750
1609:A,greedy+implementation+math+number theory,900.0,Divide and Multiply,14578
1608:G,binary search+data structures+dfs and similar+hashing+string suffix structures+strings+trees,3500.0,Alphabetic Tree,102
1608:F,combinatorics+dp+implementation,3200.0,MEX counting,264
1608:E,binary search+implementation+sortings,2800.0,The Cells on the Paper,367
1608:D,combinatorics+fft+graphs+math+number theory,2400.0,Dominoes,1177
1608:C,data structures+dfs and similar+dp+graphs+greedy+two pointers,1700.0,Game Master,5365
1608:B,constructive algorithms+greedy,1200.0,Build the Permutation,10285
1608:A,constructive algorithms+math,800.0,Find Array,17077
1607:H,greedy+sortings+two pointers,2200.0,Banquet Preparations 2,1054
1607:G,greedy,2200.0,Banquet Preparations 1,1357
1607:F,brute force+dfs and similar+graphs+implementation,2300.0,Robot on the Board 2,1702
1607:E,implementation,1600.0,Robot on the Board 1,8000
1607:D,greedy+math+sortings,1300.0,Blue-Red Permutation,14233
1607:C,brute force+sortings,1000.0,Minimum Extraction,21017
1607:B,math,900.0,Odd Grasshopper,21405
1607:A,implementation+strings,800.0,Linear Keyboard,31266
1606:F,brute force+dp+trees,2800.0,Tree Queries,361
1606:E,combinatorics+dp+math,2100.0,Arena,2755
1606:D,brute force+constructive algorithms+implementation+sortings,2400.0,Red-Blue Matrix,1234
1606:C,greedy+number theory,1400.0,Banknotes,11821
1606:B,greedy+implementation+math,1100.0,Update Files,16368
1606:A,strings,900.0,AB Balance,19170
1605:F,combinatorics+dp,2900.0,PalindORme,172
1605:E,binary search+greedy+implementation+math+number theory+sortings+two pointers,2400.0,Array Equalizer,869
1605:D,bitmasks+constructive algorithms+dfs and similar+games+greedy+implementation+trees,2100.0,Treelabeling,2477
1605:C,brute force+greedy+implementation+strings,1400.0,Dominant Character,13512
1605:B,greedy+sortings,1000.0,Reverse Sort,15702
1605:A,math+number theory,800.0,A.M. Deviation,18999
1604:B,,1100.0,XOR Specia-LIS-t,14270
1604:A,greedy,800.0,Era,19202
1603:F,combinatorics+dp+implementation+math,2700.0,"October 18, 2017",145
1603:E,combinatorics+dp+math,3200.0,A Perfect Problem,192
1603:D,divide and conquer+dp+number theory,3000.0,Artistic Partition,409
1603:C,dp+greedy+math+number theory,2300.0,Extreme Extension,1674
1603:B,constructive algorithms+math+number theory,1600.0,Moderate Modular Mode,11258
1603:A,constructive algorithms+math+number theory,1300.0,Di-visible Confusion,14163
1602:B,constructive algorithms+implementation,1100.0,Divine Array,12534
1602:A,implementation,800.0,Two Subsequences,17382
1601:F,binary search+dfs and similar+math+meet-in-the-middle,3400.0,Two Sorts,130
1601:E,data structures+dp+greedy,2900.0,Phys Ed Online,350
1601:D,data structures+dp+greedy+sortings,2700.0,Difficult Mountain,968
1601:C,data structures+divide and conquer+dp+greedy+sortings,2300.0,Optimal Insertion,1600
1601:B,data structures+dfs and similar+dp+graphs+shortest paths+two pointers,1900.0,Frog Traveler,4117
1601:A,bitmasks+greedy+math+number theory,1300.0,Array Elimination,10879
1600:J,bitmasks+dfs and similar,1400.0,Robot Factory,3248
1600:F,brute force+math+probabilities,2300.0,Party Organization,339
1600:E,games+greedy+two pointers,1900.0,Array Game,1597
1599:J,bitmasks+brute force+greedy,2600.0,Bob's Beautiful Array,243
1599:I,data structures+graphs,2700.0,Desert,88
1599:H,interactive+math,2100.0,Hidden Fortress,861
1599:G,brute force+geometry+math+shortest paths,2700.0,Shortest path,309
1599:F,hashing,2700.0,Mars,242
1599:E,data structures+matrices,3200.0,Two Arrays,40
1599:D,,3200.0,Bubble Popping,20
1599:C,combinatorics+math+probabilities+ternary search,2000.0,Bubble Strike,1282
1599:B,,3100.0,Restaurant Game,116
1599:A,constructive algorithms+greedy+two pointers,2600.0,Weights,462
1598:G,hashing+math+string suffix structures+strings,3200.0,The Sum of Good Numbers,197
1598:F,binary search+bitmasks+brute force+data structures+dp,2400.0,RBS,1063
1598:E,brute force+combinatorics+data structures+dfs and similar+dp+implementation+math,2100.0,Staircases,1953
1598:D,combinatorics+data structures+geometry+implementation+math,1700.0,Training Session,7288
1598:C,data structures+dp+implementation+math+two pointers,1200.0,Delete Two Elements,16313
1598:B,brute force+implementation,1000.0,Groups,14185
1598:A,brute force+dfs and similar+dp+implementation,800.0,Computer Game,19963
1594:F,constructive algorithms+math,2400.0,Ideal Farm,1084
1594:E2,brute force+dp+implementation+math+trees,2300.0,Rubik's Cube Coloring (hard version),1295
1594:E1,combinatorics+math,1300.0,Rubik's Cube Coloring (easy version),9790
1594:D,constructive algorithms+dfs and similar+dp+dsu+graphs,1700.0,The Number of Imposters,5897
1594:C,brute force+greedy+math+strings,1200.0,Make Them Equal,14748
1594:B,bitmasks+math,1100.0,Special Numbers,16003
1594:A,math,800.0,Consecutive Sum Riddle,21143
1593:G,constructive algorithms+data structures+dp+greedy,2200.0,Changing Brackets,1418
1593:F,dfs and similar+dp+implementation+math+meet-in-the-middle,2100.0,Red-Black Number,1989
1593:E,brute force+data structures+dfs and similar+greedy+implementation+trees,1600.0,Gardener and Tree,9239
1593:D2,brute force+math+number theory,1900.0,Half of Same,4126
1593:D1,math+number theory,1100.0,All are Same,16832
1593:C,binary search+greedy+greedy,1000.0,Save More Mice,20187
1593:B,dfs and similar+dp+greedy+math+math,900.0,Make it Divisible by 25,21050
1593:A,math,800.0,Elections,30398
1592:F2,constructive algorithms+flows+graph matchings+greedy,2800.0,Alice and Recoloring 2,370
1592:F1,constructive algorithms+greedy,2600.0,Alice and Recoloring 1,556
1592:E,bitmasks+greedy+math+two pointers,2400.0,Bored Bakry,1349
1592:D,binary search+dfs and similar+implementation+interactive+math+number theory+trees,2300.0,Hemose in ICPC ?,1923
1592:C,bitmasks+constructive algorithms+dfs and similar+dp+graphs+trees,1700.0,Bakry and Partitioning,6330
1592:B,constructive algorithms+dsu+math+sortings,1200.0,Hemose Shopping,13747
1592:A,binary search+greedy+math+sortings,800.0,Gamer Hemose,18871
1588:F,binary search+data structures+graphs+two pointers,3500.0,Jumping Through the Array,165
1586:I,combinatorics+constructive algorithms+math,3500.0,Omkar and Mosaic,92
1585:G,dp+games+graphs+trees,2500.0,Poachers,101
1585:F,combinatorics+dp+math,2400.0,Non-equal Neighbours,852
1585:E,data structures+dfs and similar+trees,2400.0,Frequency Queries,872
1585:D,data structures+math,1900.0,Yet Another Sorting Problem,3212
1585:C,greedy,1300.0,Minimize Distance,10034
1585:B,greedy,900.0,Array Eversion,13517
1585:A,implementation,800.0,Life of a Flower,16308
1584:G,geometry,3200.0,Eligible Segments,162
1584:F,bitmasks+dp+graphs+greedy+strings,2600.0,Strange LCS,688
1584:E,binary search+data structures+games+greedy,2300.0,Game with Stones,1092
1584:D,binary search+combinatorics+interactive+math,2000.0,Guess the Permutation,3114
1584:C,greedy+math+sortings,900.0,Two Arrays,14040
1584:B,greedy+math,1000.0,Coloring Rectangles,11718
1584:A,math,800.0,Mathematical Addition,13723
1583:H,data structures+divide and conquer+sortings+trees,3300.0,Omkar and Tours,219
1583:G,data structures+math,3000.0,Omkar and Time Travel,301
1583:F,bitmasks+constructive algorithms+divide and conquer,2500.0,Defender of Childhood Dreams,1015
1583:E,constructive algorithms+dfs and similar+graph matchings+graphs+greedy+trees,2200.0,Moment of Bloom,1941
1583:D,constructive algorithms+greedy+interactive,1800.0,Omkar and the Meaning of Life,4710
1583:C,data structures+dp,1700.0,Omkar and Determination,6171
1583:B,constructive algorithms+trees,1200.0,Omkar and Heavenly Tree,10710
1583:A,math+number theory,800.0,Windblume Ode,12857
1582:G,data structures+number theory,2600.0,Kuzya and Homework,458
1582:F2,binary search+brute force+dp+greedy+two pointers,2400.0,Korney Korneevich and XOR (hard version),1328
1582:F1,bitmasks+dp+greedy,1800.0,Korney Korneevich and XOR (easy version),4099
1582:E,binary search+data structures+dp+greedy+math,2000.0,Pchelyonok and Segments,3062
1582:D,constructive algorithms+math,1600.0,"Vupsen, Pupsen and 0",8582
1582:C,brute force+data structures+greedy+strings+two pointers,1200.0,Grandma Capa Knits a Scarf,12135
1582:B,combinatorics+math,900.0,Luntik and Subsequences,16025
1582:A,math,800.0,Luntik and Concerts,16828
1581:B,constructive algorithms+graphs+greedy+math,1200.0,Diameter of Graph,9765
1581:A,combinatorics+math+number theory,800.0,CQXYM Count Permutations,12238
1580:F,combinatorics+fft+math,3300.0,Problems for Codeforces,91
1580:E,brute force+constructive algorithms+data structures+graphs+shortest paths,3400.0,Railway Construction,46
1580:D,brute force+divide and conquer+dp+greedy+trees,2900.0,Subsequence,529
1580:C,brute force+data structures+implementation,2200.0,Train Maintenance,1369
1580:B,brute force+combinatorics+dp+trees,2600.0,Mathematics Curriculum,732
1580:A,brute force+data structures+dp+greedy+implementation,1700.0,Portal,3156
1579:G,dp,2200.0,Minimal Coverage,1735
1579:F,brute force+graphs+math+number theory+shortest paths,1700.0,Array Stabilization (AND version),3902
1579:E2,data structures+greedy,1700.0,Array Optimization by Deque,5412
1579:E1,constructive algorithms+greedy+math,1000.0,Permutation Minimization by Deque,18314
1579:D,constructive algorithms+graphs+greedy,1400.0,Productive Meeting,12718
1579:C,greedy+implementation,1500.0,Ticks,9040
1579:B,implementation+sortings,1100.0,Shifting Sort,16388
1579:A,math+strings,800.0,Casimir's String Solitaire,32786
1578:M,constructive algorithms+interactive+probabilities,2700.0,The Mind,391
1578:L,binary search+dsu+greedy,2400.0,Labyrinth,878
1578:K,brute force+graphs+implementation,2800.0,Kingdom of Islands,313
1578:J,brute force+data structures+dfs and similar,3100.0,Just Kingdom,122
1578:I,geometry+interactive,3300.0,Interactive Rays,44
1578:H,implementation+strings,1700.0,Higher Order Functions,1751
1578:G,math+probabilities,3500.0,Game of Chance,20
1578:F,geometry,2900.0,Framing Pictures,139
1578:E,implementation+math,1200.0,Easy Scheduling,3244
1578:D,,3200.0,Dragon Curve,35
1578:C,,3500.0,Cactus Lady and her Cing,7
1578:B,data structures+dsu,2800.0,Building Forest Trails,261
1578:A,constructive algorithms+graphs+shortest paths,2800.0,Anti-Tetris,291
1576:A,*special,,Communication Routing Challenge,0
1575:M,data structures+geometry,2400.0,Managing Telephone Poles,183
1575:L,data structures+divide and conquer+dp+sortings,2100.0,Longest Array Deconstruction,915
1575:K,implementation+math,2200.0,Knitting Batik,513
1575:J,binary search+brute force+dsu+implementation,1500.0,Jeopardy of Dropped Balls,3003
1575:I,data structures+trees,2300.0,Illusions of the Desert,655
1575:H,dp+strings,2200.0,Holiday Wall Ornaments,473
1575:G,math+number theory,2200.0,GCD Festival,506
1575:F,math,2900.0,Finding Expected Value,72
1575:E,data structures+trees,2600.0,Eye-Pleasing City Park Tour,207
1575:D,brute force+dfs and similar+dp,1800.0,Divisible by Twenty-Five,1924
1575:C,data structures+fft+number theory,3000.0,Cyclic Sum,116
1575:B,binary search+geometry,2300.0,Building an Amusement Park,379
1575:A,data structures+sortings+strings,1100.0,Another Sorting Problem,3394
1574:F,combinatorics+dfs and similar+dp+dsu+fft+graphs,2700.0,Occurrences,489
1574:E,combinatorics+constructive algorithms+implementation+math,2500.0,Coloring,764
1574:D,binary search+brute force+data structures+dfs and similar+graphs+greedy+hashing+implementation,2000.0,The Strongest Build,3882
1574:C,binary search+greedy+sortings+ternary search,1300.0,Slay the Dragon,14219
1574:B,combinatorics+greedy+math,1100.0,Combinatorics Homework,15604
1574:A,constructive algorithms,800.0,Regular Bracket Sequences,20000
1573:B,greedy+math+sortings,1400.0,Swaps,12296
1573:A,greedy,800.0,Countdown,19845
1572:F,data structures,3400.0,Stations,161
1572:E,binary search+dp+geometry,3000.0,Polygon,189
1572:D,flows+graph matchings+graphs+greedy,2800.0,Bridge Club,280
1572:C,dp+greedy,2700.0,Paint,1096
1572:B,brute force+constructive algorithms+greedy+two pointers,2500.0,Xor of 3,1430
1572:A,binary search+brute force+data structures+dp+graphs+implementation+sortings,1800.0,Book,7076
1571:J,*special,3000.0,Two Railroads,18
1571:I,*special+binary search+data structures,3200.0,Physical Examination,44
1571:H,*special+geometry+probabilities,2900.0,Laser Beams,30
1571:G,*special+data structures+dp,2500.0,A Battle Against a Dragon,56
1571:F,*special+constructive algorithms+dp,2000.0,Kotlinforces,142
1571:E,*special+bitmasks+dp+greedy,1700.0,Fix the String,253
1571:D,*special+brute force+constructive algorithms+implementation+math,1800.0,Sweepstake,260
1571:C,*special+implementation,1800.0,Rhyme,313
1571:B,*special+math,1300.0,Epic Novel,558
1571:A,*special,800.0,Sequence of Comparisons,987
1569:F,brute force+dfs and similar+dp+graphs+hashing,3000.0,Palindromic Hamiltonian Path,176
1569:E,bitmasks+brute force+hashing+implementation+meet-in-the-middle,2600.0,Playoff Restoration,683
1569:D,binary search+data structures+implementation+sortings+two pointers,1900.0,Inconvenient Pairs,3815
1569:C,combinatorics+math,1500.0,Jury Meeting,10002
1569:B,constructive algorithms,1000.0,Chess Tournament,17215
1569:A,implementation,800.0,Balanced Substring,23575
1567:F,2-sat+constructive algorithms+dfs and similar+dsu+graphs+implementation,2700.0,One-Four Overload,610
1567:E,data structures+divide and conquer+math,2200.0,Non-Decreasing Dilemma,2984
